Predicted complex	Size (# of subunits)	Co-complex membership_UniProtKB AC	Co-complex membership_UniProtKB EntryName	# of matched subunit in public DB	"""Novel"" proteins"	Annotated proteins	Best-matching CORUM complex	Best-matchng REACTOME complex	Best-mathng PINdb complex	Best-matching HPRD complex	Best-mathng Gene Ontology Cell Component complex	Best-matching MEMO complex, Malovannaya et al	Best-matching FLY complex (orthology), Guruharsha et al.	Best-matching YEAST complex (orthology), Babu el al.,	Taxonomic group
C_503	6	Q9NSE4,P14923,Q86UP2,P16144,P35221,P19022	SYIM_HUMAN,PLAK_HUMAN,KTN1_HUMAN,ITB4_HUMAN,CTNA1_HUMAN,CADH2_HUMAN	3	P16144,Q86UP2,Q9NSE4,	P14923,P19022,P35221,	-	REACT_20065~Cadherin:Catenin complex [plasma membrane] (9.98e-04)	-	-	GO:0016342|catenin complex (1.68e-04)	-	F_490 (8.79E-05)	-	vertebrates
C_504	6	Q8NI36,O43818,Q15269,Q86YS7,O94829,P11474	WDR36_HUMAN,U3IP2_HUMAN,PWP2_HUMAN,K0528_HUMAN,IPO13_HUMAN,ERR1_HUMAN	0	O43818,O94829,P11474,Q15269,Q86YS7,Q8NI36,	-	-	-	-	-	-	AM000206 (1.55e-03)	F_160 (7.38E-04)	Y_2 (0.0215)	multicellularity
C_505	6	Q8N1G0,P52739,Q9H7D7,Q8N2C7,Q9C0C9,Q6VN20	ZN687_HUMAN,ZN131_HUMAN,WDR26_HUMAN,UNC80_HUMAN,UBE2O_HUMAN,RBP10_HUMAN	0	P52739,Q6VN20,Q8N1G0,Q8N2C7,Q9C0C9,Q9H7D7,	-	-	-	-	-	-	AM000208 (1.01e-02)	-	-	vertebrates
C_506	6	O14965,Q68DN6,Q9H6Z4,Q9H3S7,Q9NRX4,Q15398	STK6_HUMAN,RGPD1_HUMAN,RANB3_HUMAN,PTN23_HUMAN,PHP14_HUMAN,DLGP5_HUMAN	0	O14965,Q15398,Q68DN6,Q9H3S7,Q9H6Z4,Q9NRX4,	-	-	-	-	-	-	-	-	-	vertebrates
C_507	6	Q86UK7,O14562,Q16763,Q9ULW0,Q9Y3C4,Q9C0B7	ZN598_HUMAN,UBFD1_HUMAN,UBE2S_HUMAN,TPX2_HUMAN,TPRKB_HUMAN,TMCO7_HUMAN	0	O14562,Q16763,Q86UK7,Q9C0B7,Q9ULW0,Q9Y3C4,	-	-	-	-	-	-	-	-	-	vertebrates
C_508	6	O15164,Q9H8X2,Q9UID3,Q14241,Q9NYV4,O75909	TIF1A_HUMAN,IPPK_HUMAN,FFR_HUMAN,ELOA1_HUMAN,CDK12_HUMAN,CCNK_HUMAN	0	O15164,O75909,Q14241,Q9H8X2,Q9NYV4,Q9UID3,	-	-	-	-	-	-	-	F_437 (8.79E-05)	-	vertebrates
C_509	6	Q01082,Q13813,Q9UBK7,P14859,Q16643,Q9NUU7	SPTB2_HUMAN,SPTA2_HUMAN,RBL2A_HUMAN,PO2F1_HUMAN,DREB_HUMAN,DD19A_HUMAN	2	P14859,Q16643,Q9NUU7,Q9UBK7,	Q01082,Q13813,	-	REACT_19000~Spectrin heterodimer [cytosol] (3.86e-03)	-	HPRD_624::in vitro (1.38e-03)	-	AM000254 (3.52e-04)	-	-	vertebrates
C_510	6	Q9Y4B6,Q01081,P18754,P43487,P62826,P61970	VPRBP_HUMAN,U2AF1_HUMAN,RCC1_HUMAN,RANG_HUMAN,RAN_HUMAN,NTF2_HUMAN	3	P61970,Q01081,Q9Y4B6,	P18754,P43487,P62826,	CORUM_1554::RANBP1-RAN-KPNB1 complex (4.61e-04)	-	-	HPRD_2379::in vivo (7.49e-04)	-	AM000435 (3.47e-04)	-	Y_624 (8.68E-04)	Plants &Protists
C_511	6	Q8TCJ2,P04844,P04843,P39656,Q9H0U3,P27824	STT3B_HUMAN,RPN2_HUMAN,RPN1_HUMAN,OST48_HUMAN,MAGT1_HUMAN,CALX_HUMAN	5	P27824,	P04843,P04844,P39656,Q8TCJ2,Q9H0U3,	CORUM_1200::Oligosaccharyltransferase complex (Stt3B variant) (1.79e-10)	REACT_23228~OST complex [endoplasmic reticulum membrane] (3.52e-05)	-	-	GO:0008250|oligosaccharyltransferase complex (2.80e-08)	-	-	Y_82 (3.20E-09)	Fungi
C_512	6	Q9NZ01,P20339,Q13724,Q8IXI1,O14494,Q9Y6M1	TECR_HUMAN,RAB5A_HUMAN,MOGS_HUMAN,MIRO2_HUMAN,LPP1_HUMAN,IF2B2_HUMAN	0	O14494,P20339,Q13724,Q8IXI1,Q9NZ01,Q9Y6M1,	-	-	-	-	-	-	-	-	-	multicellularity
C_513	6	Q5JTH9,O15318,Q9H1D9,Q9BUI4,Q9NW13,P17812	RRP12_HUMAN,RPC7_HUMAN,RPC6_HUMAN,RPC3_HUMAN,RBM28_HUMAN,PYRG1_HUMAN	2	P17812,Q5JTH9,Q9H1D9,Q9NW13,	O15318,Q9BUI4,	-	-	-	-	GO:0005666|DNA-directed RNA polymerase III complex (3.12e-03)	AM001317 (1.77e-04)	F_515 (8.79E-05)	-	Fungi
C_514	6	Q6P5Z2,O15111,P09913,Q99871,Q8IX18,Q7Z478	PKN3_HUMAN,IKKA_HUMAN,IFIT2_HUMAN,HAUS7_HUMAN,DHX40_HUMAN,DHX29_HUMAN	0	O15111,P09913,Q6P5Z2,Q7Z478,Q8IX18,Q99871,	-	-	-	-	-	-	-	-	-	vertebrates
C_515	6	Q9Y2U8,Q92615,O14908,Q9H4G4,O75128,Q9UKY7	MAN1_HUMAN,LAR4B_HUMAN,GIPC1_HUMAN,GAPR1_HUMAN,COBL_HUMAN,CDV3_HUMAN	0	O14908,O75128,Q92615,Q9H4G4,Q9UKY7,Q9Y2U8,	-	-	-	-	-	-	-	-	-	vertebrates
C_516	6	Q9UDY2,Q8WXB4,Q14202,Q8NI36,Q9NPG3,P11474	ZO2_HUMAN,ZN606_HUMAN,ZMYM3_HUMAN,WDR36_HUMAN,UBN1_HUMAN,ERR1_HUMAN	0	P11474,Q14202,Q8NI36,Q8WXB4,Q9NPG3,Q9UDY2,	-	-	-	-	-	-	-	-	-	vertebrates
C_517	6	Q9UHR5,Q92804,Q8WUM0,Q14315,P29692,Q16531	S30BP_HUMAN,RBP56_HUMAN,NU133_HUMAN,FLNC_HUMAN,EF1D_HUMAN,DDB1_HUMAN	0	P29692,Q14315,Q16531,Q8WUM0,Q92804,Q9UHR5,	-	-	-	-	-	-	-	-	-	vertebrates
C_518	6	P53999,P35249,P35251,Q9NTI5,P12004,P13473	TCP4_HUMAN,RFC4_HUMAN,RFC1_HUMAN,PDS5B_HUMAN,PCNA_HUMAN,LAMP2_HUMAN	3	P13473,P53999,Q9NTI5,	P12004,P35249,P35251,	CORUM_2201::PCNA-RFC2-5 complex (1.36e-03)	REACT_8208~RFC Heteropentamer:RNA primer-DNA primer:G-strand extended telomere end duplex:PCNA homotrimer [nucleoplasm] (3.45e-05)	PINdb_54::DNA synthesome Complex- DNA replication (2.22e-02)	HPRD_1534::in vitro and in vivo (2.04e-03)	GO:0005663|DNA replication factor C complex (1.07e-04)	-	F_19 (0.0112)	Y_49 (0.0222)	vertebrates
C_519	6	Q8N3U4,Q9UQ35,Q8IYB3,Q16637,P49756,Q96PK6	STAG2_HUMAN,SRRM2_HUMAN,SRRM1_HUMAN,SMN_HUMAN,RBM25_HUMAN,RBM14_HUMAN	3	Q16637,Q8N3U4,Q96PK6,	P49756,Q8IYB3,Q9UQ35,	CORUM_2833::SRm160-SRm300 complex (1.81e-04)	-	-	HPRD_211::in vitro and in vivo (7.40e-04)	-	-	-	-	vertebrates
C_520	6	P51808,O75935,Q13561,O43237,P61163,P42025	DYLT3_HUMAN,DCTN3_HUMAN,DCTN2_HUMAN,DC1L2_HUMAN,ACTZ_HUMAN,ACTY_HUMAN	6	-	O43237,O75935,P42025,P51808,P61163,Q13561,	CORUM_2247::Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A) (5.15e-05)	REACT_18075~Nlp-depleted centrosome [cytosol] (2.28e-02)	-	HPRD_1410::in vivo (3.89e-05)	GO:0005869|dynactin complex (3.54e-08)	AM000592 (1.69e-06)	F_35 (3.16E-03)	-	vertebrates
C_521	6	O94842,Q9NZR1,Q9BWJ5,Q13435,Q7RTV0,Q8N5G0	TOX4_HUMAN,TMOD2_HUMAN,SF3B5_HUMAN,SF3B2_HUMAN,PHF5A_HUMAN,CD052_HUMAN	3	O94842,Q8N5G0,Q9NZR1,	Q13435,Q7RTV0,Q9BWJ5,	CORUM_1737::SF3b complex (4.97e-05)	REACT_3715~U2 snRNP [nucleoplasm] (8.86e-04)	-	HPRD_1659::in vitro (8.84e-05)	GO:0005689|U12-type spliceosomal complex (5.37e-03)	-	-	-	vertebrates
C_522	6	Q15185,P37108,P49458,Q9NX24,Q9NY12,O60832	TEBP_HUMAN,SRP14_HUMAN,SRP09_HUMAN,NHP2_HUMAN,GAR1_HUMAN,DKC1_HUMAN	5	Q9NY12,	O60832,P37108,P49458,Q15185,Q9NX24,	-	REACT_15665~Signal Recognition Particle Complex [cytosol] (2.87e-03)	-	-	GO:0005697|telomerase holoenzyme complex (7.00e-03)	PM000634 (3.56e-04)	-	-	Plants &Protists
C_523	6	O00541,O75607,P06748,Q99733,P55209,P68400	PESC_HUMAN,NPM3_HUMAN,NPM_HUMAN,NP1L4_HUMAN,NP1L1_HUMAN,CSK21_HUMAN	3	O00541,O75607,P68400,	P06748,P55209,Q99733,	-	-	-	-	GO:0005678|chromatin assembly complex (6.92e-03)	-	-	-	vertebrates
C_524	6	Q16762,Q9BSH4,Q9BXS6,Q15599,Q3MHD2,Q96IR7	THTR_HUMAN,TACO1_HUMAN,NUSAP_HUMAN,NHRF2_HUMAN,LSM12_HUMAN,HPDL_HUMAN	0	Q15599,Q16762,Q3MHD2,Q96IR7,Q9BSH4,Q9BXS6,	-	-	-	-	-	-	-	-	-	vertebrates
C_525	6	Q96PZ0,Q2VIR3,P41091,A6NK07,P20042,P05198	PUS7_HUMAN,IF2GL_HUMAN,IF2G_HUMAN,IF2BL_HUMAN,IF2B_HUMAN,IF2A_HUMAN	3	A6NK07,Q2VIR3,Q96PZ0,	P05198,P20042,P41091,	CORUM_5183::DNA-PK-Ku-eIF2-NF90-NF45 complex (5.05e-05)	REACT_4168~ternary complex [cytosol] (2.25e-06)	-	HPRD_1450::in vitro (3.42e-04)	-	AM002320 (3.13e-06)	-	Y_20 (1.20E-04)	multicellularity
C_526	6	O75818,O75817,P54278,A4D2B8,P46459,P40692	RPP40_HUMAN,POP7_HUMAN,PMS2_HUMAN,PM2P1_HUMAN,NSF_HUMAN,MLH1_HUMAN	5	P46459,	A4D2B8,O75817,O75818,P40692,P54278,	CORUM_379::MutL-alpha complex (1.88e-04)	-	-	HPRD_1751::in vitro (1.36e-03)	GO:0032389|MutLalpha complex (2.52e-04)	PM001270 (3.57e-03)	-	Y_209 (1.86E-03)	multicellularity
C_527	7	Q9UNX4,P06400,Q9NRX1,Q92979,P49674,Q9Y6V7,Q13895	WDR3_HUMAN,RB_HUMAN,PNO1_HUMAN,NEP1_HUMAN,KC1E_HUMAN,DDX49_HUMAN,BYST_HUMAN	0	P06400,P49674,Q13895,Q92979,Q9NRX1,Q9UNX4,Q9Y6V7,	-	-	-	-	-	-	-	-	Y_2 (2.80E-06)	Fungi
C_528	7	Q9BQ24,Q5MNZ6,O75083,P61086,P04818,Q9BRA2,P30566	ZFY21_HUMAN,WIPI3_HUMAN,WDR1_HUMAN,UBE2K_HUMAN,TYSY_HUMAN,TXD17_HUMAN,PUR8_HUMAN	0	O75083,P04818,P30566,P61086,Q5MNZ6,Q9BQ24,Q9BRA2,	-	-	-	-	-	-	-	-	-	Fungi
C_529	7	Q12888,P08754,P04899,P63096,P29992,P62873,O60563	TP53B_HUMAN,GNAI3_HUMAN,GNAI2_HUMAN,GNAI1_HUMAN,GNA11_HUMAN,GBB1_HUMAN,CCNT1_HUMAN	5	O60563,Q12888,	P04899,P08754,P29992,P62873,P63096,	CORUM_117::GPR56-CD81-Galphaq/11-Gbeta complex (4.85e-03)	REACT_19580~G-protein alpha (i): GTP [plasma membrane] (3.84e-06)	-	HPRD_357::in vitro (3.65e-06)	GO:0005834|heterotrimeric G-protein complex (5.16e-06)	-	-	Y_149 (2.48E-03)	vertebrates
C_530	7	P07237,Q04695,P14314,Q14697,P14625,P27824,P27797	PDIA1_HUMAN,K1C17_HUMAN,GLU2B_HUMAN,GANAB_HUMAN,ENPL_HUMAN,CALX_HUMAN,CALR_HUMAN	6	Q04695,	P07237,P14314,P14625,P27797,P27824,Q14697,	CORUM_405::Glucosidase 2 (2.33e-04)	REACT_24766~calnexin/calreticulin [endoplasmic reticulum lumen] (3.49e-04)	-	HPRD_79::in vitro and in vivo (1.73e-03)	-	-	-	Y_219 (3.47E-03)	Fungi
C_531	7	P51148,Q7L5Y9,Q02978,Q12907,Q96G23,O75955,Q16790	RAB5C_HUMAN,MAEA_HUMAN,M2OM_HUMAN,LMAN2_HUMAN,LASS2_HUMAN,FLOT1_HUMAN,CAH9_HUMAN	0	O75955,P51148,Q02978,Q12907,Q16790,Q7L5Y9,Q96G23,	-	-	-	-	-	-	-	-	-	vertebrates
C_532	7	Q9NR46,O94855,P53992,Q13492,O75146,Q9Y4J8,O95782	SHLB2_HUMAN,SC24D_HUMAN,SC24C_HUMAN,PICAL_HUMAN,HIP1R_HUMAN,DTNA_HUMAN,AP2A1_HUMAN	4	O95782,Q9NR46,Q9Y4J8,	O75146,O94855,P53992,Q13492,	-	REACT_12818~Sec23p:Sec24p Complex [endoplasmic reticulum membrane] (2.80e-03)	-	-	-	AM000588 (3.36e-03)	-	Y_65 (6.16E-05)	vertebrates
C_533	7	Q96JP5,P45974,Q9GZZ9,Q96KB5,Q9BU02,O15020,P41229	ZFP91_HUMAN,UBP5_HUMAN,UBA5_HUMAN,TOPK_HUMAN,THTPA_HUMAN,SPTN2_HUMAN,KDM5C_HUMAN	0	O15020,P41229,P45974,Q96JP5,Q96KB5,Q9BU02,Q9GZZ9,	-	-	-	-	-	-	-	-	-	vertebrates
C_534	7	Q6IAN0,Q8TDX6,O15155,Q04656,Q9UH62,O60641,Q9UKV3	DRS7B_HUMAN,CGAT1_HUMAN,BET1_HUMAN,ATP7A_HUMAN,ARMX3_HUMAN,AP180_HUMAN,ACINU_HUMAN	0	O15155,O60641,Q04656,Q6IAN0,Q8TDX6,Q9UH62,Q9UKV3,	-	-	-	-	-	-	-	-	-	vertebrates
C_535	7	P61006,Q13636,P22307,P17931,P51553,Q16527,O00116	RAB8A_HUMAN,RAB31_HUMAN,NLTP_HUMAN,LEG3_HUMAN,IDH3G_HUMAN,CSRP2_HUMAN,ADAS_HUMAN	0	O00116,P17931,P22307,P51553,P61006,Q13636,Q16527,	-	-	-	-	-	-	-	-	-	vertebrates
C_536	7	Q8NC51,Q9UQ80,Q9BY44,P80723,P30049,P06576,P25705	PAIRB_HUMAN,PA2G4_HUMAN,EIF2A_HUMAN,BASP1_HUMAN,ATPD_HUMAN,ATPB_HUMAN,ATPA_HUMAN	3	P80723,Q8NC51,Q9BY44,Q9UQ80,	P06576,P25705,P30049,	CORUM_563::F1F0-ATP synthase (EC 3.6.3.14), mitochondrial (5.03e-04)	REACT_3000~ATPase CF(1) [mitochondrial matrix] (3.21e-05)	-	-	GO:0005753|mitochondrial proton-transporting ATP synthase complex (3.90e-03)	PM000488 (4.35e-04)	F_25 (0.0145)	-	multicellularity
C_537	7	Q9NRL3,O60568,Q8NBJ5,Q5VSL9,P26641,P24534,P10809	STRN4_HUMAN,PLOD3_HUMAN,GT251_HUMAN,FA40A_HUMAN,EF1G_HUMAN,EF1B_HUMAN,CH60_HUMAN	2	O60568,P10809,Q5VSL9,Q8NBJ5,Q9NRL3,	P24534,P26641,	-	REACT_3385~eEF1B:GDP exchange complex [cytosol] (9.07e-04)	-	HPRD_241::in vitro (1.75e-03)	-	AM000038 (2.10e-03)	-	Y_105 (5.03E-05)	multicellularity
C_538	7	Q15904,P82663,P82650,Q9Y676,Q9Y2R9,Q99729,Q6P161	VAS1_HUMAN,RT25_HUMAN,RT22_HUMAN,RT18B_HUMAN,RT07_HUMAN,ROAA_HUMAN,RM54_HUMAN	5	Q15904,Q99729,	P82650,P82663,Q6P161,Q9Y2R9,Q9Y676,	CORUM_315::28S ribosomal subunit, mitochondrial (1.18e-04)	-	-	-	-	PM000493 (2.31e-02)	-	-	vertebrates
C_539	7	Q01831,Q9BUR4,P51784,Q16576,Q8NDT2,P51608,O14929	XPC_HUMAN,WAP53_HUMAN,UBP11_HUMAN,RBBP7_HUMAN,RB15B_HUMAN,MECP2_HUMAN,HAT1_HUMAN	2	P51608,P51784,Q01831,Q8NDT2,Q9BUR4,	Q16576,O14929	-	-	-	-	-	-	-	Y_57 (0.0415)	vertebrates
C_540	7	Q969F1,Q9Y5Q8,Q9UKN8,Q9Y5Q9,Q8WUA4,Q12789,Q86U86	TF3C6_HUMAN,TF3C5_HUMAN,TF3C4_HUMAN,TF3C3_HUMAN,TF3C2_HUMAN,TF3C1_HUMAN,PB1_HUMAN	6	Q86U86,	Q12789,Q8WUA4,Q969F1,Q9UKN8,Q9Y5Q8,Q9Y5Q9,	CORUM_1101::TFIIIC containing complex TFIIIC2 (3.21e-11)	REACT_3586~TFIIIC:Type 2 Promoter Complex [nucleoplasm] (1.07e-10)	-	HPRD_764::in vitro and in vivo (3.49e-05)	GO:0000127|transcription factor TFIIIC complex (2.22e-12)	AM000326 (2.77e-10)	-	-	vertebrates
C_541	7	Q8IYI6,Q9UPT5,Q8TAG9,O00471,Q96A65,O60645,Q96KP1	EXOC8_HUMAN,EXOC7_HUMAN,EXOC6_HUMAN,EXOC5_HUMAN,EXOC4_HUMAN,EXOC3_HUMAN,EXOC2_HUMAN	7	-	O00471,O60645,Q8IYI6,Q8TAG9,Q96A65,Q96KP1,Q9UPT5,	CORUM_89::Sec6/8 exocyst complex (6.98e-16)	REACT_15928~Exocyst Complex [plasma membrane, cytosol, secretory granule membrane] (3.47e-15)	-	HPRD_1220::in vitro and in vivo (3.56e-15)	-	PM001084 (1.99e-07)	-	Y_33 (1.75E-18)	Fungi
C_542	7	P62140,P62136,P51003,O15294,Q9H7Z6,P51610,P11802	PP1B_HUMAN,PP1A_HUMAN,PAPOA_HUMAN,OGT1_HUMAN,MYST1_HUMAN,HCFC1_HUMAN,CDK4_HUMAN	5	P11802,P51003,	O15294,P51610,P62136,P62140,Q9H7Z6,	CORUM_520::KCNQ1 macromolecular complex (7.30e-03)	-	-	HPRD_2833::in vitro (1.76e-03)	GO:0070688|MLL5-L complex (4.24e-06)	AM000034 (1.14e-03)	F_26 (2.22E-07)	-	vertebrates
C_543	7	P52788,Q8TEM1,Q8IXS6,Q5MIZ7,Q53H82,Q16719,P38432	SPSY_HUMAN,PO210_HUMAN,PALM2_HUMAN,P4R3B_HUMAN,LACB2_HUMAN,KYNU_HUMAN,COIL_HUMAN	0	P38432,P52788,Q16719,Q53H82,Q5MIZ7,Q8IXS6,Q8TEM1,	-	-	-	-	-	-	-	-	-	vertebrates
C_544	7	P36954,P62487,O15514,P19387,P30876,P24928,P19388	RPB9_HUMAN,RPB7_HUMAN,RPB4_HUMAN,RPB3_HUMAN,RPB2_HUMAN,RPB1_HUMAN,RPAB1_HUMAN	7	-	O15514,P19387,P19388,P24928,P30876,P36954,P62487,	CORUM_104::RNA polymerase II core complex (5.45e-14)	REACT_12944~RNA Polymerase II holoenzyme complex (generic) [nucleoplasm] (2.75e-13)	PINdb_66::RNA polymerase II Complex- transcription (9.26e-10)	HPRD_1593::in vitro and in vivo (5.10e-13)	GO:0005665|DNA-directed RNA polymerase II, core complex (5.23e-12)	AM000329 (2.37e-11)	-	Y_5 (4.26E-15)	Plants &Protists
C_545	7	Q9H814,O43432,P78344,Q04637,P23588,Q14240,P60842	PHAX_HUMAN,IF4G3_HUMAN,IF4G2_HUMAN,IF4G1_HUMAN,IF4B_HUMAN,IF4A2_HUMAN,IF4A1_HUMAN	6	Q9H814,	O43432,P23588,P60842,P78344,Q04637,Q14240,	CORUM_5253::MNK1-eIF4F complex (1.78e-05)	REACT_2596~mRNA:eIF4F:eIF4B:eIF4H [cytosol] (3.05e-07)	-	-	GO:0016281|eukaryotic translation initiation factor 4F complex (4.33e-11)	AM002240 (4.40e-04)	-	Y_92 (0.0278)	vertebrates
C_546	7	A8K0Z3,Q2M389,Q12768,Q9Y4E1,Q5SNT6,Q641Q2,Q9Y3C0	WASH1_HUMAN,WAHS7_HUMAN,STRUM_HUMAN,FA21C_HUMAN,FA21B_HUMAN,FA21A_HUMAN,CCD53_HUMAN	7	-	A8K0Z3,Q12768,Q2M389,Q5SNT6,Q641Q2,Q9Y3C0,Q9Y4E1,	-	-	-	-	GO:0071203|WASH complex (9.80e-12)	AM001021 (5.34e-06)	-	-	Fungi
C_547	7	P62491,P51149,P35579,P35580,P46940,O43504,P11021	RB11A_HUMAN,RAB7A_HUMAN,MYH9_HUMAN,MYH10_HUMAN,IQGA1_HUMAN,HBXIP_HUMAN,GRP78_HUMAN	2	O43504,P11021,P46940,P51149,P62491,	P35579,P35580,	-	REACT_19704~Phospho-activated smooth muscle/non-muscle myosin 2 [cytosol] (5.16e-03)	-	-	-	-	-	-	vertebrates
C_548	7	O95365,P49754,Q9P253,Q9H269,Q96AX1,O75691,Q8WXA9	ZBT7A_HUMAN,VPS41_HUMAN,VPS18_HUMAN,VPS16_HUMAN,VP33A_HUMAN,UTP20_HUMAN,SREK1_HUMAN	4	O75691,O95365,Q8WXA9,	P49754,Q96AX1,Q9H269,Q9P253,	CORUM_946::Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a ) (6.12e-04)	-	-	-	GO:0030897|HOPS complex (2.81e-05)	-	-	Y_28 (1.64E-07)	multicellularity
C_549	7	Q9BZL1,P62837,O14907,Q6PI78,P10599,P42765,Q9NQC3	UBL5_HUMAN,UB2D2_HUMAN,TX1B3_HUMAN,TMM65_HUMAN,THIO_HUMAN,THIM_HUMAN,RTN4_HUMAN	0	O14907,P10599,P42765,P62837,Q6PI78,Q9BZL1,Q9NQC3,	-	-	-	-	-	-	-	-	-	Fungi
C_550	8	P52735,P62256,Q8N584,P52888,Q9BWD1,Q9NP77,Q5MIZ7,Q53H82	VAV2_HUMAN,UBE2H_HUMAN,TT39C_HUMAN,THOP1_HUMAN,THIC_HUMAN,SSU72_HUMAN,P4R3B_HUMAN,LACB2_HUMAN	0	P52735,P52888,P62256,Q53H82,Q5MIZ7,Q8N584,Q9BWD1,Q9NP77,	-	-	-	-	-	-	-	-	-	multicellularity
C_551	8	Q9H900,O96006,P55060,P61964,Q9H3U1,O94782,P49459,Q12792	ZWILC_HUMAN,ZBED1_HUMAN,XPO2_HUMAN,WDR5_HUMAN,UN45A_HUMAN,UBP1_HUMAN,UBE2A_HUMAN,TWF1_HUMAN	0	O94782,O96006,P49459,P55060,P61964,Q12792,Q9H3U1,Q9H900,	-	-	-	-	-	-	-	-	-	vertebrates
C_552	8	Q15907,P62491,P51149,Q9H0U4,P62820,P50395,P31150,O00170	RB11B_HUMAN,RB11A_HUMAN,RAB7A_HUMAN,RAB1B_HUMAN,RAB1A_HUMAN,GDIB_HUMAN,GDIA_HUMAN,AIP_HUMAN	2	O00170,P51149,P62491,P62820,Q15907,Q9H0U4,	P31150,P50395,	-	-	-	-	-	-	-	Y_96 (6.19E-03)	Plants &Protists
C_553	8	O43395,O43172,O43447,Q9BVI0,Q86TB9,O96028,Q99547,O15116	PRPF3_HUMAN,PRP4_HUMAN,PPIH_HUMAN,PHF20_HUMAN,PATL1_HUMAN,NSD2_HUMAN,MPH6_HUMAN,LSM1_HUMAN	3	O15116,O96028,Q86TB9,Q99547,Q9BVI0,	O43172,O43395,O43447,	-	-	-	-	-	AM002163 (1.80e-02)	-	Y_3 (1.17E-03)	vertebrates
C_554	8	Q9NZI6,O95391,P60866,Q9Y5S9,Q92620,Q96A72,P27816,Q13838	TF2L1_HUMAN,SLU7_HUMAN,RS20_HUMAN,RBM8A_HUMAN,PRP16_HUMAN,MGN2_HUMAN,MAP4_HUMAN,DX39B_HUMAN	4	P27816,P60866,Q96A72,Q9NZI6,	O95391,Q13838,Q92620,Q9Y5S9,	CORUM_785::Exon junction complex (6.17e-03)	-	-	-	-	-	F_179 (4.92E-04)	-	multicellularity
C_555	8	Q96DT7,Q9ULM3,Q69YN4,Q93008,Q5T4S7,Q15029,O75643,Q8N8D1	ZBT10_HUMAN,YETS2_HUMAN,VIR_HUMAN,USP9X_HUMAN,UBR4_HUMAN,U5S1_HUMAN,U520_HUMAN,PDCD7_HUMAN	3	Q5T4S7,Q8N8D1,Q93008,Q96DT7,Q9ULM3,	O75643,Q15029,Q69YN4,	CORUM_1335::SNW1 complex (3.00e-02)	REACT_2482~U5 snRNP [nucleoplasm] (3.56e-02)	-	HPRD_618::in vitro and in vivo (7.16e-03)	-	AM002163 (1.82e-02)	F_23 (0.0128)	-	vertebrates
C_556	8	P15374,Q86UV5,A0AVT1,Q99598,Q15631,Q9Y3F4,P55786,P40424	UCHL3_HUMAN,UBP48_HUMAN,UBA6_HUMAN,TSNAX_HUMAN,TSN_HUMAN,STRAP_HUMAN,PSA_HUMAN,PBX1_HUMAN	2	A0AVT1,P15374,P40424,P55786,Q86UV5,Q9Y3F4,	Q99598,Q15631	-	-	-	-	-	PM002170 (5.61e-04)	F_484 (2.11E-04)	-	multicellularity
C_557	8	P82930,Q96GC5,Q9Y6C9,Q9H2D1,P29966,P48059,Q01650,Q00839	RT34_HUMAN,RM48_HUMAN,MTCH2_HUMAN,MFTC_HUMAN,MARCS_HUMAN,LIMS1_HUMAN,LAT1_HUMAN,HNRPU_HUMAN	2	P29966,P48059,Q00839,Q01650,Q9H2D1,Q9Y6C9,	P82930,Q96GC5,	-	-	-	-	-	-	-	-	vertebrates
C_558	8	Q9BRQ0,Q02818,Q9NSK0,Q9H0B6,Q07866,P33176,Q12840,P52732	PYGO2_HUMAN,NUCB1_HUMAN,KLC4_HUMAN,KLC2_HUMAN,KLC1_HUMAN,KINH_HUMAN,KIF5A_HUMAN,KIF11_HUMAN	6	Q02818,Q9BRQ0,	P33176,P52732,Q07866,Q12840,Q9H0B6,Q9NSK0,	-	REACT_26141~Kinesin-1 [cytosol] (1.38e-09)	-	HPRD_1213::in vitro (6.53e-06)	GO:0005871|kinesin complex (2.11e-07)	-	F_110 (3.51E-04)	-	vertebrates
C_559	8	Q96MW5,P83436,Q9Y2V7,Q9UP83,Q9H9E3,Q96JB2,Q14746,Q8WTW3	COG8_HUMAN,COG7_HUMAN,COG6_HUMAN,COG5_HUMAN,COG4_HUMAN,COG3_HUMAN,COG2_HUMAN,COG1_HUMAN	8	-	P83436,Q14746,Q8WTW3,Q96JB2,Q96MW5,Q9H9E3,Q9UP83,Q9Y2V7,	CORUM_162::Conserved oligomeric Golgi (COG) complex (7.13e-19)	-	-	HPRD_1232::in vitro and in vivo (6.27e-18)	GO:0017119|Golgi transport complex (3.03e-15)	PM002060 (6.91e-10)	-	Y_31 (1.41E-04)	Fungi
