A census of human transcription factors: function, expression and evolution
Juan M Vaquerizas, Sarah K Kummerfeld, Sarah A Teichmann, Nicholas M Luscombe

Supplementary Table 2
List of TF-encoding loci classified as 'a', 'b', 'c', 'x', or selected from other databases (classified as 'other'; see Supplementary Material). For TFs included in the repertoire, the list also contains accompanying information including: Ensembl gene IDs (release 51), HGNC identifiers, IPI IDs, associated DNA-binding Interpro domains and families, and tissue specificity if any.

Last modified on Tuesday 10 Feb 2009 14:39

Downloaded from the Nature Reviews Genetics website: Downloaded from the Nature Reviews Genetics website: http://www.nature.com/nrg/journal/v10/n4/index.html 

--Table start--
Class	Ensembl ID	IPI ID	Interpro DBD	Interpro DNA-binding family	HGNC symbol	Tissue-specificity
b	ENSG00000198093	IPI00011987;IPI00871795	IPR007086;IPR007087;IPR015880		ZNF649	
b	ENSG00000198105	IPI00176388;IPI00872342	IPR007086;IPR007087;IPR015880		ZNF248	general
b	ENSG00000198131	IPI00004482;IPI00643372	IPR007086;IPR007087;IPR015880		ZNF544	general
b	ENSG00000198169	IPI00855790	IPR007087;IPR015880		ZNF251	
b	ENSG00000198182	IPI00100922;IPI00873015	IPR007086;IPR007087;IPR015880		ZNF607	
b	ENSG00000198185	IPI00336179;IPI00399317;IPI00884364	IPR007086;IPR007087;IPR015880		ZNF334	
b	ENSG00000198205	IPI00024295	IPR007087;IPR015880		ZXDA	
b	ENSG00000198298	IPI00412024;IPI00796662	IPR007086;IPR007087;IPR015880		ZNF485	
b	ENSG00000198300	IPI00183110;IPI00221335;IPI00478786;IPI00646037;IPI00872142;IPI00872298	IPR007087;IPR015880		ZIM2	adrenal.cortex;adrenal.gland;fetal.liver;ovary;pituitary;placenta;whole.brain
b	ENSG00000198315	IPI00019520	IPR007087;IPR015880		ZNF192	
b	ENSG00000198342	IPI00006636	IPR007086;IPR007087;IPR015880		ZNF442	general
b	ENSG00000198416	IPI00175313;IPI00902816	IPR007087;IPR015880			
b	ENSG00000198429	IPI00473033	IPR007087;IPR015880		ZNF69	
b	ENSG00000198440	IPI00043606	IPR007087;IPR015880		ZNF583	
b	ENSG00000198453	IPI00056879;IPI00373939;IPI00643050;IPI00646478;IPI00872602	IPR007087;IPR015880		ZNF568	
b	ENSG00000198455	IPI00024297	IPR007087;IPR015880		ZXDB	
b	ENSG00000198464	IPI00480120;IPI00549366;IPI00655994	IPR007087;IPR015880		ZNF480	
b	ENSG00000198466	IPI00045864;IPI00816698	IPR007086;IPR007087;IPR015880		ZNF587	
b	ENSG00000198477	IPI00329383	IPR007087;IPR015880		ZNF280B	testis
b	ENSG00000198522	IPI00097492;IPI00478631	IPR007087;IPR015880		ZNF512	
b	ENSG00000198546	IPI00184032;IPI00479134	IPR007087;IPR015880		ZNF511	
b	ENSG00000198551	IPI00029023;IPI00639823	IPR007086;IPR007087;IPR015880		ZNF627	
b	ENSG00000198566	IPI00419439;IPI00829737;IPI00872326	IPR007087;IPR015880		ZNF658	
b	ENSG00000198597	IPI00006046	IPR007087;IPR015880		ZNF536	appendix;spinal.cord;whole.brain
b	ENSG00000198740	IPI00007126;IPI00790021	IPR007087;IPR015880		ZNF652	prostate
b	ENSG00000198783	IPI00043565	IPR007087		ZNF830	
b	ENSG00000198795	IPI00217934;IPI00478090;IPI00874098	IPR007087;IPR015880		ZNF521	
b	ENSG00000198815	IPI00010426;IPI00414683;IPI00646333	IPR001766;IPR011991		FOXJ3	general
b	ENSG00000198816	IPI00478037;IPI00646336	IPR007086;IPR007087;IPR015880		ZNF358	heart
b	ENSG00000198839	IPI00465033;IPI00479533;IPI00747644	IPR007087;IPR015880		ZNF277	general
b	ENSG00000198939	IPI00105638	IPR007086;IPR007087;IPR015880		ZFP2	
b	ENSG00000203766	IPI00472029	IPR000047;IPR001356;IPR009057;IPR012287			
b	ENSG00000203767	IPI00472029	IPR000047;IPR001356;IPR009057;IPR012287			
b	ENSG00000203768	IPI00902573	IPR000047;IPR001356;IPR009057;IPR012287			
b	ENSG00000203769	IPI00456876	IPR000047;IPR001356;IPR009057;IPR012287			
b	ENSG00000203770	IPI00472029	IPR000047;IPR001356;IPR009057;IPR012287			
b	ENSG00000203771	IPI00472029	IPR000047;IPR001356;IPR009057;IPR012287			
b	ENSG00000204210	IPI00289476;IPI00642147	IPR007087;IPR015880		ZBTB22	general
b	ENSG00000204366	IPI00032455	IPR007087;IPR015880		ZBTB12	
b	ENSG00000204527	IPI00556392	IPR000047;IPR001356;IPR009057		DUXA	
b	ENSG00000204595	IPI00556337	IPR001356;IPR009057		DPRX	
b	ENSG00000204604	IPI00440753;IPI00470717;IPI00549703;IPI00643274;IPI00871225	IPR007087;IPR015880		ZNF468	general
b	ENSG00000204611	IPI00439615	IPR007087;IPR015880		ZNF616	
b	ENSG00000204644	IPI00642672;IPI00646777	IPR007087;IPR015880		ZFP57	
b	ENSG00000204793	IPI00654829	IPR001766;IPR011991		FOXD4L6	
b	ENSG00000204828	IPI00103608	IPR001766;IPR011991			
b	ENSG00000204920	IPI00386461	IPR007087;IPR015880		ZNF155	
b	ENSG00000204946	IPI00418421	IPR007087;IPR015880		ZNF783	
b	ENSG00000204947	IPI00184520;IPI00872042	IPR007087;IPR015880		ZNF425	
b	ENSG00000205189	IPI00383132;IPI00410712;IPI00797056	IPR007087;IPR015880		ZBTB10	
b	ENSG00000205922	IPI00556491	IPR001356;IPR003350;IPR009057;IPR012287		ONECUT3	
b	ENSG00000206083	IPI00007109	IPR007087;IPR015880		ZNF409	
b	ENSG00000206207	IPI00642147	IPR007087;IPR015880			
b	ENSG00000206280	IPI00642147	IPR007087;IPR015880			
b	ENSG00000206366	IPI00032455	IPR007087;IPR015880			
b	ENSG00000212638	IPI00736436	IPR000047;IPR001356;IPR009057;IPR012287			
b	ENSG00000212640	IPI00736436	IPR000047;IPR001356;IPR009057;IPR012287			
b	ENSG00000213015	IPI00478837	IPR007087;IPR015880		ZNF580	general
b	ENSG00000213020	IPI00641329;IPI00872025	IPR007087;IPR015880			
b	ENSG00000213297	IPI00063248	IPR007087;IPR015880		ZNF625	
b	ENSG00000213588	IPI00060141	IPR007087;IPR015880		ZBTB9	
b	ENSG00000213762	IPI00472832;IPI00903083	IPR007086;IPR007087;IPR015880		ZNF134	
b	ENSG00000213921	IPI00736822	IPR001356;IPR009057;IPR012287		LEUTX	
b	ENSG00000213967	IPI00477845;IPI00887732	IPR007087;IPR015880			
b	ENSG00000213973	IPI00102872;IPI00871868	IPR007087;IPR015880		ZNF99	
b	ENSG00000213988	IPI00025282;IPI00655840;IPI00872110	IPR007086;IPR007087;IPR015880		ZNF253	
b	ENSG00000214336	IPI00787337;IPI00886981	IPR001766;IPR011991			
b	ENSG00000214534	IPI00739082;IPI00888168	IPR007087;IPR015880			
b	ENSG00000214652	IPI00786956;IPI00886761	IPR007087;IPR015880			
b	ENSG00000215146	IPI00873509	IPR007087;IPR015880			
b	ENSG00000215198	IPI00478913	IPR007087;IPR015880			
b	ENSG00000215271	IPI00477303	IPR001356;IPR009057;IPR012287		HOMEZ	
b	ENSG00000215339	IPI00873473	IPR007087;IPR015880		ZNF705F	
b	ENSG00000215343	IPI00455832;IPI00884000	IPR007086;IPR007087;IPR015880		ZNF705D	
b	ENSG00000215372	IPI00741784;IPI00886806	IPR007087;IPR015880			
b	ENSG00000215383	IPI00745817;IPI00746996	IPR007087;IPR015880		ZNF718	
b	ENSG00000215397	IPI00376319	IPR007087;IPR015880		SCRT2	
b	ENSG00000215421	IPI00043516;IPI00302008;IPI00746766;IPI00869072	IPR007087;IPR015880		ZNF407	
b	ENSG00000215452	IPI00886852	IPR007087;IPR015880		ZNF663	
b	ENSG00000215474	IPI00658068;IPI00886728;IPI00886861;IPI00893795	IPR009061;IPR010919			
b	ENSG00000215604	IPI00788091	IPR007087;IPR015880			
b	ENSG00000215897	IPI00168061;IPI00292615;IPI00787891	IPR007087;IPR015880			
b	ENSG00000218758	IPI00639933	IPR007087;IPR015880			
b	ENSG00000218891	IPI00167985;IPI00874025	IPR007087;IPR015880		ZNF579	
b	ENSG00000220949	IPI00152327	IPR007086;IPR007087;IPR015880		ZNF564	
other	ENSG00000029363	IPI00006079;IPI00413672			BCLAF1	smooth.muscle
other	ENSG00000100207	IPI00159322;IPI00220381;IPI00871677;IPI00879664			TCF20	general
other	ENSG00000104064	IPI00010301;IPI00031516;IPI00218611			GABPB1	general
other	ENSG00000106459	IPI00003428;IPI00165068;IPI00219917			NRF1	
other	ENSG00000106546	IPI00021008			AHR	placenta
other	ENSG00000112246	IPI00292234			SIM1	
other	ENSG00000125845	IPI00025069			BMP2	general
other	ENSG00000138073	IPI00033349;IPI00892567			PREB	general
other	ENSG00000141002	IPI00007320;IPI00023205;IPI00165075			TCF25	general
other	ENSG00000144218	IPI00020918;IPI00515069			AFF3	
other	ENSG00000150347	IPI00399164;IPI00455219			ARID5B	smooth.muscle;uterus
other	ENSG00000154832	IPI00292445			CXXC1	general
other	ENSG00000159263	IPI00029105			SIM2	
other	ENSG00000160007	IPI00334715;IPI00718985			GRLF1	testis
other	ENSG00000163565	IPI00003443;IPI00217474;IPI00217475;IPI00384836;IPI00643081			IFI16	fetal.lung;lymph.node;smooth.muscle;thymus;tonsil;uterus;whole.blood.JJV
other	ENSG00000166402	IPI00000660;IPI00178718			TUB	general
other	ENSG00000174576	IPI00216785			NPAS4	
other	ENSG00000177425	IPI00001871			PAWR	uterus
other	ENSG00000183900					
other	ENSG00000184771				CEBPA	
other	ENSG00000186416	IPI00005675			NKRF	general
other	ENSG00000064490	IPI00022520;IPI00220485			RFXANK	heart;thymus
other	ENSG00000116017	IPI00018500;IPI00552870			ARID3A	placenta
other	ENSG00000137310	IPI00873279			TCF19	
other	ENSG00000156374	IPI00030334;IPI00063571			PCGF6	
other	ENSG00000170322	IPI00006171			NFRKB	
other	ENSG00000215021	IPI00027252			PHB2	general
c	ENSG00000007545	IPI00658167	IPR001005;IPR014778		CRAMP1L	
c	ENSG00000014164	IPI00384232;IPI00410013	IPR000571		ZC3H3	
c	ENSG00000014824	IPI00552548;IPI00854730	IPR009061		SLC30A9	
c	ENSG00000015479	IPI00017297;IPI00789551	IPR007087;IPR015880		MATR3	
c	ENSG00000041988	IPI00008242;IPI00167574;IPI00643983	IPR006612		THAP3	
c	ENSG00000048405	IPI00396098	IPR007087;IPR015880		ZNF800	
c	ENSG00000056586	IPI00177819;IPI00385357;IPI00386606;IPI00552838;IPI00643666;IPI00873992	IPR000571		RC3H2	
c	ENSG00000058673	IPI00328306;IPI00872112	IPR000571		ZC3H11A	
c	ENSG00000059145	IPI00008401;IPI00045532;IPI00061757;IPI00607843	IPR000571		UNKL	
c	ENSG00000065548	IPI00000279	IPR000571		ZC3H15	
c	ENSG00000067066	IPI00011675;IPI00218325;IPI00218326	IPR000135;IPR000770;IPR000910;IPR009071;IPR010919		SP100	
c	ENSG00000072121	IPI00470896;IPI00879253	IPR007087		ZFYVE26	
c	ENSG00000072364	IPI00004344;IPI00383219;IPI00658213;IPI00789165;IPI00792797;IPI00853234		IPR015479	AFF4	
c	ENSG00000076770	IPI00020062;IPI00219790;IPI00219792;IPI00639990;IPI00644770;IPI00647219;IPI00647484;IPI00654643	IPR000571		MBNL3	
c	ENSG00000083223	IPI00336000;IPI00374531;IPI00552923;IPI00604491;IPI00604635;IPI00604680	IPR007087		ZCCHC6	
c	ENSG00000083622	IPI00015868	IPR011598		SOHLH2	
c	ENSG00000084676	IPI00470490;IPI00470491;IPI00470492	IPR011598	IPR017426	NCOA1	
c	ENSG00000088854	IPI00333634	IPR007087		C20orf194	
c	ENSG00000092203	IPI00006586	IPR000135;IPR000910;IPR009071		TOX4	
c	ENSG00000102901	IPI00465368;IPI00645394	IPR003958		CENPT	
c	ENSG00000102984	IPI00784067;IPI00885049	IPR007087;IPR015880		ZNF821	
c	ENSG00000103460	IPI00787385;IPI00903025	IPR000135;IPR000910;IPR009071		TOX3	
c	ENSG00000103994	IPI00383996;IPI00782966	IPR007087;IPR015880		ZFP106	
c	ENSG00000105261	IPI00888352	IPR007087;IPR015880			
c	ENSG00000105663	IPI00218823;IPI00220925;IPI00791027	IPR000637			
c	ENSG00000105821	IPI00455199;IPI00830108	IPR001005;IPR009057;IPR014778		DNAJC2	
c	ENSG00000106052	IPI00106559;IPI00657950;IPI00747530	IPR015880		TAX1BP1	
c	ENSG00000106948	IPI00470688	IPR000637		AKNA	
c	ENSG00000113761	IPI00442165;IPI00550375	IPR007087;IPR015880		ZNF346	
c	ENSG00000115956	IPI00306311;IPI00742980	IPR011991		PLEK	
c	ENSG00000118058	IPI00009286;IPI00155551;IPI00218500;IPI00384732;IPI00384738	IPR000637		MLL	
c	ENSG00000122778	IPI00896475	IPR000792		KIAA1549	
c	ENSG00000124151	IPI00220079;IPI00220080;IPI00220081;IPI00220082;IPI00748532	IPR011598	IPR017426	NCOA3	
c	ENSG00000124191	IPI00043748;IPI00219264;IPI00412463;IPI00646911	IPR000135;IPR000910;IPR009071		TOX2	
c	ENSG00000124203	IPI00791079	IPR007087;IPR015880		ZNF831	
c	ENSG00000124613	IPI00296668;IPI00884042	IPR007086;IPR007087;IPR015880		ZNF391	
c	ENSG00000124920	IPI00179851;IPI00180971;IPI00182485;IPI00386821;IPI00871266	IPR008967		C11orf9	
c	ENSG00000127903	IPI00022738	IPR007086;IPR007087;IPR015880		ZNF835	
c	ENSG00000128000	IPI00472426;IPI00783915	IPR007087;IPR015880		ZNF780B	
c	ENSG00000128610	IPI00376675;IPI00816263;IPI00852828	IPR007087;IPR015880		FEZF1	
c	ENSG00000129028	IPI00024542	IPR006612		THAP10	
c	ENSG00000129173	IPI00296318;IPI00873754	IPR003316;IPR011991	IPR015633	E2F8	
c	ENSG00000129534	IPI00104907	IPR001005;IPR009057;IPR014778		C14orf106	
c	ENSG00000131116	IPI00059764	IPR007087;IPR015880		ZNF428	
c	ENSG00000131931	IPI00018216;IPI00395606	IPR006612		THAP1	
c	ENSG00000132604	IPI00024214	IPR001005;IPR009057;IPR012287;IPR014778		TERF2	
c	ENSG00000132846	IPI00063826	IPR003656		ZBED3	
c	ENSG00000134744	IPI00289861;IPI00384635;IPI00550431	IPR007087		ZCCHC11	
c	ENSG00000137309	IPI00177716;IPI00179700;IPI00442843;IPI00450855;IPI00746310	IPR000637	IPR000116	HMGA1	
c	ENSG00000137492	IPI00012438;IPI00219175	IPR006612		PRKRIR	
c	ENSG00000140386	IPI00307114;IPI00334433	IPR007087;IPR015880		SCAPER	
c	ENSG00000142409	IPI00056880	IPR007087;IPR015880		ZNF787	
c	ENSG00000146007	IPI00069734	IPR007087;IPR015880		ZMAT2	
c	ENSG00000146618	IPI00658037	IPR011598		FERD3L	
c	ENSG00000147183	IPI00295611	IPR007087;IPR015880		CPXCR1	
c	ENSG00000147601	IPI00005539;IPI00220583;IPI00896426	IPR001005;IPR009057;IPR012287;IPR014778		TERF1	
c	ENSG00000151322	IPI00217513;IPI00394963;IPI00394964;IPI00394965;IPI00394967	IPR011598		NPAS3	
c	ENSG00000151379	IPI00247733	IPR011598		MSGN1	
c	ENSG00000151612	IPI00871260;IPI00872572;IPI00888084;IPI00889152	IPR007087;IPR015880		ZNF827	
c	ENSG00000152217	IPI00159049;IPI00795547	IPR000637		SETBP1	
c	ENSG00000152439	IPI00394863;IPI00792734	IPR007087;IPR015880		ZNF773	
c	ENSG00000152443	IPI00418812;IPI00746528	IPR007086;IPR007087;IPR015880		ZNF776	
c	ENSG00000152475	IPI00402014;IPI00640448	IPR007087;IPR015880		ZNF837	
c	ENSG00000153048	IPI00304409	IPR002059		CARHSP1	
c	ENSG00000153207	IPI00170594;IPI00217957;IPI00876984;IPI00878213	IPR000637		AHCTF1	
c	ENSG00000153266	IPI00154618;IPI00794958;IPI00873867	IPR007087;IPR015880		FEZF2	
c	ENSG00000153975	IPI00303160;IPI00514933	IPR007087;IPR015880		ZUFSP	
c	ENSG00000157259	IPI00171123	IPR000679		GATAD1	
c	ENSG00000160094	IPI00292433	IPR007087;IPR015880		ZNF362	
c	ENSG00000161047	IPI00029129	IPR007087			
c	ENSG00000161277	IPI00167936	IPR006612		THAP8	
c	ENSG00000162601	IPI00044725	IPR001005;IPR009057;IPR012287;IPR014778		MYSM1	
c	ENSG00000163170	IPI00175053;IPI00412229		IPR002634	BOLA3	
c	ENSG00000163516	IPI00335437	IPR007087;IPR015880		ANKZF1	
c	ENSG00000163635	IPI00005743;IPI00332082	IPR015880		ATXN7	
c	ENSG00000163792	IPI00394924	IPR011598		TCF23	
c	ENSG00000163872	IPI00008200;IPI00155568;IPI00385971;IPI00797863		IPR005033	YEATS2	
c	ENSG00000164463	IPI00292678;IPI00855764;IPI00871155	IPR004827		C5orf41	
c	ENSG00000164916	IPI00556645;IPI00807514	IPR001766;IPR011991		FOXK1	
c	ENSG00000164917	IPI00465123	IPR001766;IPR011991		KIAA0415	
c	ENSG00000165061	IPI00002880;IPI00177490;IPI00874226	IPR007087;IPR015880		ZMAT4	
c	ENSG00000165066	IPI00784472	IPR000047;IPR001356;IPR009057;IPR012287		NKX6-3	
c	ENSG00000165244	IPI00171725;IPI00845326	IPR007087;IPR015880		ZNF367	
c	ENSG00000165891	IPI00414604;IPI00789958;IPI00791883;IPI00854868;IPI00896529	IPR003316;IPR011991	IPR015633	E2F7	
c	ENSG00000166823	IPI00032924	IPR011598		MESP1	
c	ENSG00000167548	IPI00297859;IPI00377244;IPI00377245;IPI00872759	IPR000910;IPR009071		MLL2	
c	ENSG00000167962	IPI00328737;IPI00513712;IPI00787519	IPR007087;IPR015880		ZNF598	
c	ENSG00000168122	IPI00879271	IPR007087;IPR015880		ZNF834	
c	ENSG00000168152	IPI00885067	IPR006612		THAP9	
c	ENSG00000168286	IPI00061523	IPR006612		THAP11	
c	ENSG00000168724	IPI00142716;IPI00413366;IPI00829610	IPR007087;IPR015880		DNAJC21	
c	ENSG00000168874	IPI00045865;IPI00470409	IPR011598		ATOH8	
c	ENSG00000169627	IPI00301434;IPI00873049		IPR002634		
c	ENSG00000169951	IPI00062873;IPI00644986	IPR007086;IPR007087;IPR015880		ZNF764	
c	ENSG00000169957	IPI00747877;IPI00855751	IPR007087;IPR015880		ZNF768	
c	ENSG00000170100	IPI00043403;IPI00855904	IPR007087;IPR015880		ZNF778	
c	ENSG00000170396	IPI00375560	IPR007087;IPR015880		ZNF804A	
c	ENSG00000170448	IPI00442274;IPI00745540	IPR000967		NFXL1	
c	ENSG00000172201	IPI00026864	IPR011598		ID4	
c	ENSG00000172292	IPI00409608;IPI00795030	IPR001356;IPR009057		LASS6	
c	ENSG00000172493	IPI00164675;IPI00396310;IPI00871700;IPI00873029		IPR015479	AFF1	
c	ENSG00000173011	IPI00761105	IPR001005;IPR009057;IPR014778	IPR016827		
c	ENSG00000173145	IPI00102815;IPI00843861	IPR005612		NOC3L	
c	ENSG00000173451	IPI00027774	IPR006612		THAP2	
c	ENSG00000173673	IPI00376185	IPR011598		HES3	
c	ENSG00000173875	IPI00414112;IPI00872069	IPR007086;IPR007087;IPR015880		ZNF791	
c	ENSG00000174796	IPI00152180;IPI00552789	IPR006612		THAP6	
c	ENSG00000176182	IPI00328876	IPR001005			
c	ENSG00000176542	IPI00217002;IPI00829891	IPR011598		KIAA2018	
c	ENSG00000176654	IPI00740989	IPR001356;IPR009057;IPR012287			
c	ENSG00000176723	IPI00166631;IPI00884414	IPR007087;IPR015880		ZNF843	
c	ENSG00000176946	IPI00736558;IPI00788055	IPR006612		THAP4	
c	ENSG00000177494	IPI00001576	IPR003656		ZBED2	
c	ENSG00000177683	IPI00293093;IPI00893020	IPR006612		THAP5	
c	ENSG00000178096	IPI00032900		IPR002634	BOLA1	
c	ENSG00000178163	IPI00304621	IPR007087;IPR015880		ZNF518B	
c	ENSG00000178403	IPI00218802	IPR011598		NEUROG2	
c	ENSG00000178917	IPI00783041;IPI00887129;IPI00888423	IPR007087;IPR015880			
c	ENSG00000179922	IPI00168368	IPR007087;IPR015880		ZNF784	
c	ENSG00000180081	IPI00890800	IPR007087;IPR015880		ZNF725	
c	ENSG00000180257	IPI00876969;IPI00884345	IPR007087;IPR015880		ZNF321	
c	ENSG00000180610	IPI00746931	IPR007087;IPR015880			
c	ENSG00000180626	IPI00738657;IPI00853191;IPI00873289	IPR007087;IPR015880		ZNF594	
c	ENSG00000180812	IPI00514487;IPI00888187;IPI00888680	IPR007087;IPR015880		ZNF487	
c	ENSG00000180884	IPI00797058;IPI00879717;IPI00902671	IPR007087;IPR015880		ZNF792	
c	ENSG00000182111	IPI00741415;IPI00888942	IPR007087;IPR015880		ZNF716	
c	ENSG00000182348	IPI00328308;IPI00896373	IPR007087;IPR015880		ZNF804B	
c	ENSG00000183336	IPI00301434;IPI00410226;IPI00747913		IPR002634		
c	ENSG00000184436	IPI00182632	IPR006612		THAP7	
c	ENSG00000184624	IPI00457225	IPR007087;IPR015880			
c	ENSG00000184967	IPI00031661	IPR005612		NOC4L	
c	ENSG00000185037	IPI00748841	IPR007087;IPR015880		ZNF733	
c	ENSG00000185044	IPI00737799	IPR007087;IPR015880		ZNF717	
c	ENSG00000185869	IPI00792953;IPI00893112	IPR007087;IPR015880		ZNF829	
c	ENSG00000186766	IPI00400893	IPR001766;IPR011991		FOXI2	
c	ENSG00000186777	IPI00738707	IPR007087;IPR015880			
c	ENSG00000186814	IPI00168810;IPI00328954;IPI00478495;IPI00856094	IPR007087;IPR015880			
c	ENSG00000187589	IPI00174850;IPI00887158	IPR001005;IPR009057;IPR012287;IPR014778			
c	ENSG00000187595	IPI00376098;IPI00885185	IPR007087;IPR015880		ZNF385C	
c	ENSG00000187728	IPI00737972	IPR011598		TCF24	
c	ENSG00000187821	IPI00398093;IPI00896528	IPR011598		HELT	
c	ENSG00000188227	IPI00418560;IPI00853088	IPR007087;IPR015880		ZNF793	
c	ENSG00000188474	IPI00418724;IPI00871619;IPI00873800	IPR007087;IPR015880		ZNF788	
c	ENSG00000188816	IPI00398900	IPR001356;IPR009057;IPR012287		HMX2	
c	ENSG00000188909	IPI00847613	IPR001356;IPR009057;IPR012287		BSX	
c	ENSG00000189420	IPI00047476;IPI00888512	IPR007087;IPR015880		ZFP92	
c	ENSG00000196081	IPI00455390	IPR007087;IPR015880			
c	ENSG00000196109	IPI00167265;IPI00873520;IPI00883667	IPR007086;IPR007087;IPR015880		ZNF676	
c	ENSG00000196214	IPI00375655	IPR007086;IPR007087;IPR015880		ZNF766	
c	ENSG00000196267	IPI00432556;IPI00784678	IPR007086;IPR007087;IPR015880		ZNF836	
c	ENSG00000196381	IPI00853563;IPI00883827	IPR007087;IPR015880		ZNF781	
c	ENSG00000196391	IPI00419842	IPR007086;IPR007087;IPR015880		ZNF774	
c	ENSG00000196456	IPI00060265;IPI00395582	IPR007086;IPR007087;IPR015880		ZNF775	
c	ENSG00000196466	IPI00042444;IPI00647241	IPR007087;IPR015880		ZNF799	
c	ENSG00000196597	IPI00082524;IPI00872651	IPR007086;IPR007087;IPR015880		ZNF782	
c	ENSG00000196605	IPI00789330;IPI00830003;IPI00890696	IPR007087;IPR015880		ZNF846	
c	ENSG00000196686	IPI00888059	IPR007087;IPR015880			
c	ENSG00000196761	IPI00247157;IPI00783860	IPR007087;IPR015880			
c	ENSG00000197013	IPI00640178;IPI00871958	IPR007087;IPR015880		ZNF429	
c	ENSG00000197054	IPI00647522;IPI00787490	IPR007087;IPR015880		ZNF763	
c	ENSG00000197083	IPI00883969	IPR007087;IPR015880			
c	ENSG00000197128	IPI00402012;IPI00413715;IPI00457228;IPI00816010	IPR007087;IPR015880		ZNF772	
c	ENSG00000197213	IPI00247123	IPR007087;IPR015880		ZSCAN5B	
c	ENSG00000197302	IPI00644370	IPR007087;IPR015880		ZNF720	
c	ENSG00000197332	IPI00402219;IPI00645338	IPR007087;IPR015880		ZNF833	
c	ENSG00000197360	IPI00472374	IPR007087;IPR015880		ZNF98	
c	ENSG00000197362	IPI00166521	IPR007087;IPR015880		ZNF786	
c	ENSG00000197385	IPI00455569;IPI00889172	IPR007087;IPR015880			
c	ENSG00000197608	IPI00455562;IPI00737801	IPR007087;IPR015880		ZNF841	
c	ENSG00000197782	IPI00174885;IPI00874090	IPR007087;IPR015880		ZNF780A	
c	ENSG00000197863	IPI00410131	IPR007086;IPR007087;IPR015880		ZNF790	
c	ENSG00000198146	IPI00093195	IPR007087;IPR015880		ZNF770	
c	ENSG00000198153	IPI00553009	IPR007086;IPR007087;IPR015880		ZNF506	
c	ENSG00000198155	IPI00903267	IPR007087;IPR015880			
c	ENSG00000198482	IPI00877173;IPI00900379	IPR007087;IPR015880		ZNF808	
c	ENSG00000198554	IPI00411614;IPI00513835	IPR000910;IPR009071		WDHD1	
c	ENSG00000198556	IPI00412697;IPI00746127;IPI00872444	IPR007087;IPR015880		ZNF789	
c	ENSG00000198580	IPI00335927;IPI00869076;IPI00902606	IPR007087;IPR015880			
c	ENSG00000198633	IPI00888415	IPR007087;IPR015880			
c	ENSG00000198824	IPI00064212	IPR007087;IPR015880		ZNF828	
c	ENSG00000204532	IPI00247125	IPR007087;IPR015880		ZSCAN5C	
c	ENSG00000204699	IPI00902885	IPR000910;IPR009071			
c	ENSG00000204705	IPI00155888	IPR000910;IPR009071			
c	ENSG00000204756	IPI00747056	IPR007087;IPR015880			
c	ENSG00000205785	IPI00746754	IPR007087			
c	ENSG00000205899	IPI00394927;IPI00889153	IPR011598			
c	ENSG00000205903	IPI00760941;IPI00888042	IPR007087;IPR015880		ZNF316	
c	ENSG00000206349	IPI00219089;IPI00294177	IPR000327;IPR001356;IPR009057;IPR010982;IPR012287;IPR013847	IPR015585		
c	ENSG00000212839	IPI00640418;IPI00787419	IPR007087;IPR015880			
c	ENSG00000212993	IPI00183154;IPI00382496	IPR000327;IPR001356;IPR009057;IPR010982;IPR012287;IPR013847	IPR015585		
c	ENSG00000213801	IPI00402505;IPI00887037	IPR007087;IPR015880		ZNF845	
c	ENSG00000213861	IPI00787561;IPI00887397	IPR007087;IPR015880			
c	ENSG00000214302	IPI00872351	IPR007087;IPR015880			
c	ENSG00000214558	IPI00455725	IPR000571			
c	ENSG00000215356	IPI00873734	IPR007087;IPR015880			
c	ENSG00000215603	IPI00873774	IPR007087;IPR015880			
c	ENSG00000215701	IPI00871163	IPR000232;IPR011991			
c	ENSG00000215713	IPI00872057	IPR007087;IPR015880			
c	ENSG00000215817	IPI00643950	IPR000571			
x	ENSG00000003756	IPI00005036	IPR007087;IPR015880		RBM5
x	ENSG00000004399	IPI00412492;IPI00472139;IPI00794713	IPR002909		PLXND1
x	ENSG00000004534	IPI00297723;IPI00793735;IPI00796605	IPR015880		RBM6
x	ENSG00000004975	IPI00023103	IPR011991		DVL2
x	ENSG00000006047	IPI00250153;IPI00556023	IPR002059		YBX2
x	ENSG00000009307	IPI00470891;IPI00844264;IPI00873244	IPR002059		CSDE1
x	ENSG00000011243	IPI00297455	IPR015880		AKAP8L
x	ENSG00000024526	IPI00016922;IPI00160716;IPI00844447;IPI00902667	IPR011991		DEPDC1
x	ENSG00000028310	IPI00384443	IPR007087		BRD9
x	ENSG00000029993	IPI00217477;IPI00411540;IPI00640781;IPI00643317;IPI00744556	IPR000135;IPR000910;IPR009071		HMGB3
x	ENSG00000035499	IPI00293897	IPR011991		DEPDC1B
x	ENSG00000036257	IPI00014312;IPI00382458;IPI00382459	IPR011991		CUL3
x	ENSG00000038219	IPI00797574	IPR000637		FAM44A
x	ENSG00000043514	IPI00164286;IPI00185334;IPI00419305;IPI00419306;IPI00513725;IPI00783082	IPR007087		TRIT1
x	ENSG00000046889	IPI00418875;IPI00418876;IPI00845229;IPI00873980;IPI00874152	IPR011991		DEPDC2
