PMID|Methods|UniPro|SwissP/TrEMBL_A|Gene_names_A|NCBI_tax_ID_A|UniPro|SwissP/TrEMBL_B|Gene_names_B|NCBI_tax_ID_B
8633037|coip:coimmunoprecipitation|P35568|SP|IRS1;IRS-1;Insulin receptor substrate 1|9606|P06748|SP|NPM;NPM1 and ALK;fusion protein p80 (contains:(NPM;Nucleophosmin;Nuclear phosphoprotein B23;Numatrin;Nucleolar protein NO38) and (ALK tyrosine kinase receptor precursor;Anaplastic lymphoma kinase))|9606
8633037|copurification|P29354|SP|GRB2;ASH;Growth factor receptor-bound protein 2 (GRB2 adapter protein)|9606|P06748|SP|NPM;NPM1 and ALK;fusion protein p80 (contains:(NPM;Nucleophosmin;Nuclear phosphoprotein B23;Numatrin;Nucleolar protein NO38) and (ALK tyrosine kinase receptor precursor;Anaplastic lymphoma kinase))|9606
8633037|copurification|P29354|SP|GRB2;ASH;Growth factor receptor-bound protein 2 (GRB2 adapter protein)|9606|P06748|SP|NPM;NPM1 and ALK;fusion protein p80 (contains:(NPM;Nucleophosmin;Nuclear phosphoprotein B23;Numatrin;Nucleolar protein NO38) and (ALK tyrosine kinase receptor precursor;Anaplastic lymphoma kinase))|9606
10712517|coip:coimmunoprecipitation|Q13873|SP|BMPR2;PPH1;Bone morphogenetic protein receptor type II precursor|9606|Q13873|SP|BMPR2;PPH1;Bone morphogenetic protein receptor type II precursor|9606
10712517|coip:coimmunoprecipitation|Q13873|SP|BMPR2;PPH1;Bone morphogenetic protein receptor type II precursor|9606|P36894|SP|BMPR1A;ACVRLK3;Bone morphogenetic protein receptor type IA precursor|9606
10712517|coip:coimmunoprecipitation|P36894|SP|BMPR1A;ACVRLK3;Bone morphogenetic protein receptor type IA precursor|9606|Q13873|SP|BMPR2;PPH1;Bone morphogenetic protein receptor type II precursor|9606
10712517|coip:coimmunoprecipitation|P36894|SP|BMPR1A;ACVRLK3;Bone morphogenetic protein receptor type IA precursor|9606|Q13873|SP|BMPR2;PPH1;Bone morphogenetic protein receptor type II precursor|9606
10712517|coip:coimmunoprecipitation|P36894|SP|BMPR1A;ACVRLK3;Bone morphogenetic protein receptor type IA precursor|9606|P36894|SP|BMPR1A;ACVRLK3;Bone morphogenetic protein receptor type IA precursor|9606
10713076|two hybrid|Q9UNI2|SP|ALIEN;ALIEN|9606|P51843|SP|NR0B1;AHC;DAX1;Orphan nuclear receptor DAX-1|9606
10713076|two hybrid|Q9UNI2|SP|ALIEN;ALIEN|9606|P51843|SP|NR0B1;AHC;DAX1;Orphan nuclear receptor DAX-1|9606
10713076|copurification|Q9UNI2|SP|ALIEN;ALIEN|9606|P51843|SP|NR0B1;AHC;DAX1;Orphan nuclear receptor DAX-1|9606
10713076|coip:coimmunoprecipitation|Q9UNI2|SP|ALIEN;ALIEN|9606|P51843|SP|NR0B1;AHC;DAX1;Orphan nuclear receptor DAX-1|9606
10713076|two hybrid|Q9UNI2|SP|ALIEN;ALIEN|9606|P10828|SP|THRB;NR1A2;ERBA2;THR1;thyroid hormone receptor beta-1|9606
10713076|two hybrid|Q9UNI2|SP|ALIEN;ALIEN|9606|P10828|SP|THRB;NR1A2;ERBA2;THR1;thyroid hormone receptor beta-1|9606
10713105|copurification|P78317|SP|RNF4;RING finger protein 4|9606|Q9P1A9|SP|PATZ;POZ-AT hook-zinc finger protein;PATZ|9606
10713105|copurification|Q9P1A9|SP|PATZ;POZ-AT hook-zinc finger protein;PATZ|9606|P78317|SP|RNF4;RING finger protein 4|9606
10713105|coip:coimmunoprecipitation|P78317|SP|RNF4;RING finger protein 4|9606|Q9P1A9|SP|PATZ;POZ-AT hook-zinc finger protein;PATZ|9606
10713105|two hybrid|P78317|SP|RNF4;RING finger protein 4|9606|P17096|SP|HMGA1;HMGIY;High mobility group protein HMG-I/HMG-Y|9606
10713105|copurification|P17096|SP|HMGA1;HMGIY;High mobility group protein HMG-I/HMG-Y|9606|P78317|SP|RNF4;RING finger protein 4|9606
10713182|two hybrid|P10828|SP|THRB;NR1A2;ERBA2;THR1;thyroid hormone receptor beta-1|9606|P10588|SP|NR2F6;ERBAL2;EAR2;Orphan nuclear receptor EAR-2|9606
10713182|copurification|P10828|SP|THRB;NR1A2;ERBA2;THR1;thyroid hormone receptor beta-1|9606|P10588|SP|NR2F6;ERBAL2;EAR2;Orphan nuclear receptor EAR-2|9606
10713182|copurification|P10588|SP|NR2F6;ERBAL2;EAR2;Orphan nuclear receptor EAR-2|9606|P10828|SP|THRB;NR1A2;ERBA2;THR1;thyroid hormone receptor beta-1|9606
10713182|copurification|P10588|SP|NR2F6;ERBAL2;EAR2;Orphan nuclear receptor EAR-2|9606|P10828|SP|THRB;NR1A2;ERBA2;THR1;thyroid hormone receptor beta-1|9606
10713182|copurification|P10588|SP|NR2F6;ERBAL2;EAR2;Orphan nuclear receptor EAR-2|9606|P10828|SP|THRB;NR1A2;ERBA2;THR1;thyroid hormone receptor beta-1|9606
10713182|coip:coimmunoprecipitation|P10588|SP|NR2F6;ERBAL2;EAR2;Orphan nuclear receptor EAR-2|9606|P10828|SP|THRB;NR1A2;ERBA2;THR1;thyroid hormone receptor beta-1|9606
10713182|copurification|P10588|SP|NR2F6;ERBAL2;EAR2;Orphan nuclear receptor EAR-2|9606|P04150|SP|GR;Glucocorticoid receptor (GR)|9606
11713164|two hybrid|Q9CV75|SP|Skiip;SKIIP, Ski-interating protein, nuclear receptor coactivator|9606|Q06330|SP|CBF1;recombining binding protein suppressor of hairless,  J kappa-recombination signal binding protein,  RBP-JK, CBF1 (CSL protein)|9606
10713667|two hybrid|P30305|SP|CDC25B;CDC25HU2;M-phase inducer phosphatase 2;dual specificity phosphatase Cdc25B|9606|P29312|SP|YWHAZ;14-3-3 protein zeta/delta|9606
10713667|two hybrid|P30305|SP|CDC25B;CDC25HU2;M-phase inducer phosphatase 2;dual specificity phosphatase Cdc25B|9606|Q04917|SP|YWHAH;YWHA1;14-3-3 protein eta|9606
10713667|two hybrid|P30305|SP|CDC25B;CDC25HU2;M-phase inducer phosphatase 2;dual specificity phosphatase Cdc25B|9606|P31946|SP|YWHAB;14-3-3 protein beta/alpha|9606
10713667|coip:coimmunoprecipitation|P30305|SP|CDC25B;CDC25HU2;M-phase inducer phosphatase 2;dual specificity phosphatase Cdc25B|9606|Q04917|SP|YWHAH;YWHA1;14-3-3 protein eta|9606
11713164|copurification|Q06330|SP|CBF1;recombining binding protein suppressor of hairless,  J kappa-recombination signal binding protein,  RBP-JK, CBF1 (CSL protein)|9606|Q9CV75|SP|Skiip;SKIIP, Ski-interating protein, nuclear receptor coactivator|9606
10713667|copurification|Q04917|SP|YWHAH;YWHA1;14-3-3 protein eta|9606|P30305|SP|CDC25B;CDC25HU2;M-phase inducer phosphatase 2;dual specificity phosphatase Cdc25B|9606
10713667|copurification|P29312|SP|YWHAZ;14-3-3 protein zeta/delta|9606|P30305|SP|CDC25B;CDC25HU2;M-phase inducer phosphatase 2;dual specificity phosphatase Cdc25B|9606
11713164|two hybrid|Q9Y618|SP|NCOR2, SMRT;nuclear receptor co-repressor, silencing mediator of retinoic acid and thyroid hormone receptor SMRT|9606|Q9CV75|SP|Skiip;SKIIP, Ski-interating protein, nuclear receptor coactivator|9606
11713164|two hybrid|Q9Y618|SP|NCOR2, SMRT;nuclear receptor co-repressor, silencing mediator of retinoic acid and thyroid hormone receptor SMRT|9606|Q9CV75|SP|Skiip;SKIIP, Ski-interating protein, nuclear receptor coactivator|9606
10713667|copurification|Q04917|SP|YWHAH;YWHA1;14-3-3 protein eta|9606|P30305|SP|CDC25B;CDC25HU2;M-phase inducer phosphatase 2;dual specificity phosphatase Cdc25B|9606
10713667|copurification|Q04917|SP|YWHAH;YWHA1;14-3-3 protein eta|9606|P30305|SP|CDC25B;CDC25HU2;M-phase inducer phosphatase 2;dual specificity phosphatase Cdc25B|9606
10713667|copurification|Q04917|SP|YWHAH;YWHA1;14-3-3 protein eta|9606|P30305|SP|CDC25B;CDC25HU2;M-phase inducer phosphatase 2;dual specificity phosphatase Cdc25B|9606
10719365|two hybrid|P42771|SP|CDKN2A;CDKN2;cyclin-dependent kinase 4 inhibitor A;tumor suppressor CDKN2A (cell cycle inhibitor)|9606|P11802|SP|CDK4;cell division protein kinase 4;cyclin-dependent kinase 4|9606
10725395|two hybrid|Q15303|SP|ERBB4;HER4;Receptor protein-tyrosine kinase erbB-4 precursor;Tyrosine kinase-type cell surface receptor HER4|9606|P78352|SP|DLG4;PSD95;Presynaptic density protein 95;PSD-95|9606
10725395|two hybrid|Q15303|SP|ERBB4;HER4;Receptor protein-tyrosine kinase erbB-4 precursor;Tyrosine kinase-type cell surface receptor HER4|9606|Q15700|SP|DLG2;Channel associated protein of synapse-110;Chapsyn-110;Discs, large homolog 2|9606
10725395|two hybrid|Q15303|SP|ERBB4;HER4;Receptor protein-tyrosine kinase erbB-4 precursor;Tyrosine kinase-type cell surface receptor HER4|9606|Q92796|SP|DLG3;KIAA1232;Presynaptic protein SAP102;synapse-associated protein 102;Discs, large homolog 3|9606
10725395|two hybrid|Q15303|SP|ERBB4;HER4;Receptor protein-tyrosine kinase erbB-4 precursor;Tyrosine kinase-type cell surface receptor HER4|9606|Q13425|SP|SNTB2;SNT2B2;Beta-2-syntrophin|9606
10727212|two hybrid|Q12830|SP|FALZ;FAC1;Fetal Alzheimer antigen;Fetal Alz-50-reactive clone 1|9606|P56270|SP|MAZ;Myc-associated zinc finger protein (MAZI);purine-binding transcription factor|9606
10727212|copurification|Q12830|SP|FALZ;FAC1;Fetal Alzheimer antigen;Fetal Alz-50-reactive clone 1|9606|P56270|SP|MAZ;Myc-associated zinc finger protein (MAZI);purine-binding transcription factor|9606
10727212|copurification|Q12830|SP|FALZ;FAC1;Fetal Alzheimer antigen;Fetal Alz-50-reactive clone 1|9606|P56270|SP|MAZ;Myc-associated zinc finger protein (MAZI);purine-binding transcription factor|9606
10727212|copurification|P56270|SP|MAZ;Myc-associated zinc finger protein (MAZI);purine-binding transcription factor|9606|Q12830|SP|FALZ;FAC1;Fetal Alzheimer antigen;Fetal Alz-50-reactive clone 1|9606
10727212|coip:coimmunoprecipitation|Q12830|SP|FALZ;FAC1;Fetal Alzheimer antigen;Fetal Alz-50-reactive clone 1|9606|P56270|SP|MAZ;Myc-associated zinc finger protein (MAZI);purine-binding transcription factor|9606
10727444|two hybrid|P22557|SP|ALAS2;ALASE;ASB;5-aminolevulinic acid synthase, erythroid-specific, mitochondrial precursor|9606|Q9P2R7|SP|SUCLA2;Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor|9606
10727444|coip:coimmunoprecipitation|P22557|SP|ALAS2;ALASE;ASB;5-aminolevulinic acid synthase, erythroid-specific, mitochondrial precursor|9606|Q9P2R7|SP|SUCLA2;Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor|9606
10727444|coip:coimmunoprecipitation|Q9P2R7|SP|SUCLA2;Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor|9606|P22557|SP|ALAS2;ALASE;ASB;5-aminolevulinic acid synthase, erythroid-specific, mitochondrial precursor|9606
10727444|two hybrid|P22557|SP|ALAS2;ALASE;ASB;5-aminolevulinic acid synthase, erythroid-specific, mitochondrial precursor|9606|Q9P2R7|SP|SUCLA2;Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor|9606
10727444|two hybrid|Q9P2R7|SP|SUCLA2;Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor|9606|P22557|SP|ALAS2;ALASE;ASB;5-aminolevulinic acid synthase, erythroid-specific, mitochondrial precursor|9606
10727444|two hybrid|P22557|SP|ALAS2;ALASE;ASB;5-aminolevulinic acid synthase, erythroid-specific, mitochondrial precursor|9606|Q9P2R7|SP|SUCLA2;Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor|9606
10727444|two hybrid|P22557|SP|ALAS2;ALASE;ASB;5-aminolevulinic acid synthase, erythroid-specific, mitochondrial precursor|9606|Q9P2R7|SP|SUCLA2;Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor|9606
10727209|two hybrid|P18054|SP|ALOX12;LOG12;Arachidonate 12-lipoxygenase, 12S-type (12-LOX)|9606|P13647|SP|KRT5;Keratin, type II cytoskeletal 5|9606
10727209|experimental knowledge based|P18054|SP|ALOX12;LOG12;Arachidonate 12-lipoxygenase, 12S-type (12-LOX)|9606|P13647|SP|KRT5;Keratin, type II cytoskeletal 5|9606
10727209|coip:coimmunoprecipitation|P13647|SP|KRT5;Keratin, type II cytoskeletal 5|9606|P18054|SP|ALOX12;LOG12;Arachidonate 12-lipoxygenase, 12S-type (12-LOX)|9606
10727209|coip:coimmunoprecipitation|P18054|SP|ALOX12;LOG12;Arachidonate 12-lipoxygenase, 12S-type (12-LOX)|9606|P13647|SP|KRT5;Keratin, type II cytoskeletal 5|9606
10722692|two hybrid|Q92905|SP|JUN activation domain-binding protein-1 (JAB1)|9606|O00150|SP|Steroid receptor coactivator-1 (SRC-1)|9606
10722692|two hybrid|O00150|SP|Steroid receptor coactivator-1 (SRC-1)|9606|Q92905|SP|JUN activation domain-binding protein-1 (JAB1)|9606
10722692|two hybrid|Q92905|SP|JUN activation domain-binding protein-1 (JAB1)|9606|O00150|SP|Steroid receptor coactivator-1 (SRC-1)|9606
10722692|two hybrid|O00150|SP|Steroid receptor coactivator-1 (SRC-1)|9606|Q92905|SP|JUN activation domain-binding protein-1 (JAB1)|9606
10722692|copurification|Q92905|SP|JUN activation domain-binding protein-1 (JAB1)|9606|O00150|SP|Steroid receptor coactivator-1 (SRC-1)|9606
10731636|two hybrid|O00150|SP|Steroid receptor coactivator-1 (SRC-1)|9606|P03372|SP|ESR1;NR3A1;ESR;estrogen receptor ESR1;ER-alpha|9606
10731636|two hybrid|O00150|SP|Steroid receptor coactivator-1 (SRC-1)|9606|Q92731|SP|ESR2;NR3A2;ESTRB;estrogen receptor beta|9606
10731636|two hybrid|O00150|SP|Steroid receptor coactivator-1 (SRC-1)|9606|P04150|SP|GR;Glucocorticoid receptor (GR)|9606
10731636|two hybrid|O00150|SP|Steroid receptor coactivator-1 (SRC-1)|9606|P10275|SP|AR;NR3C4;DHTR;androgen receptor|9606
10731636|two hybrid|O00150|SP|Steroid receptor coactivator-1 (SRC-1)|9606|Q07869|SP|PPARA;NR1C1;PPAR;Peroxisome proliferator activated receptor alpha;PPAR-alpha|9606
10731636|two hybrid|O00150|SP|Steroid receptor coactivator-1 (SRC-1)|9606|P37231|SP|PPARG;NR1C3;Peroxisome proliferator activated receptor gamma;PPAR-gamma|9606
10487761|coip:coimmunoprecipitation|P56524|SP|HDAC4;KIAA0288;histone deacetylase 4|9606|Q02078|SP|MEF2A or MEF2;Myocyte-specific enhancer factor 2A|9606
10487761|coip:coimmunoprecipitation|P56524|SP|HDAC4;KIAA0288;histone deacetylase 4|9606|Q02078|SP|MEF2A or MEF2;Myocyte-specific enhancer factor 2A|9606
10487761|copurification|P56524|SP|HDAC4;KIAA0288;histone deacetylase 4|9606|Q02078|SP|MEF2A or MEF2;Myocyte-specific enhancer factor 2A|9606
10487761|coip:coimmunoprecipitation|Q9UKV0|SP|HDAC9 or HDAC7B or HDAC7 or KIAA0744 or MITR;Histone deacetylase 9, splice form 3|9606|Q02078|SP|MEF2A or MEF2;Myocyte-specific enhancer factor 2A|9606
12901838|coip:coimmunoprecipitation|P49768|SP|PSEN1;PSNL1;AD3;PS1;presenilin 1|9606|P56817|SP|BACE1;Beta-secretase|9606
